"Paper_ID","Old_PDF_Path","New_PDF_Path","Old_Note_Path","New_Note_Path","Primary","Secondary"
"66","02_LLM编译优化智能体与反馈驱动/56-CUDA-L1 Contrastive RL CUDA. arXiv 2025/paper.pdf","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/56-CUDA-L1 Contrastive RL CUDA. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/66_CUDA_L1_Contrastive_RL.md","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/66_CUDA_L1_Contrastive_RL.md","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization"
"67","02_LLM编译优化智能体与反馈驱动/57-SLADE Portable SLM Decompiler. arXiv 2024/paper.pdf","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/57-SLADE Portable SLM Decompiler. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/67_SLaDe_Portable_Decompiler.md","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/67_SLaDe_Portable_Decompiler.md","TRANSLATOR","T6_Decompilation_LowLevel_Recovery"
"68","02_LLM编译优化智能体与反馈驱动/58-CompileAgent Repo-Level Compilation. ACL 2025/paper.pdf","02_LLM_as_Translator/05_Repair_Compiler_Feedback/58-CompileAgent Repo-Level Compilation. ACL 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/68_CompileAgent_Repo_Level_Compilation.md","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/68_CompileAgent_Repo_Level_Compilation.md","TRANSLATOR","T5_Repair_Compiler_Feedback"
"69","02_LLM编译优化智能体与反馈驱动/59-AIOS Compiler LLM as Interpreter. arXiv 2024/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/59-AIOS Compiler LLM as Interpreter. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/69_AIOS_Compiler_Natural_Language_Programming.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/69_AIOS_Compiler_Natural_Language_Programming.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"70","02_LLM编译优化智能体与反馈驱动/60-Dont Transform Code Code Transforms. arXiv 2024/paper.pdf","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/60-Dont Transform Code Code Transforms. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/70_Code_the_Transforms.md","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/70_Code_the_Transforms.md","GENERATOR","G2_Optimization_Rule_Transform_Generation"
"71","02_LLM编译优化智能体与反馈驱动/61-STARK Strategic Team for Kernels. arXiv 2025/paper.pdf","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/61-STARK Strategic Team for Kernels. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/71_STARK_Multi_Agent_GPU_Kernels.md","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/71_STARK_Multi_Agent_GPU_Kernels.md","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization"
"72","02_LLM编译优化智能体与反馈驱动/62-Evaluating LLMs Trained on Code. arXiv 2021/paper.pdf","90_Supporting/01_Benchmark_Dataset/62-Evaluating LLMs Trained on Code. arXiv 2021/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/72_Codex_and_HumanEval.md","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/72_Codex_and_HumanEval.md","SUPPORTING","B1_Benchmark_Dataset"
"73","02_LLM编译优化智能体与反馈驱动/63-DeepSeekMath Mathematical Reasoning. arXiv 2024/paper.pdf","90_Supporting/03_LLM_RL_Foundation/63-DeepSeekMath Mathematical Reasoning. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/73_DeepSeekMath_and_GRPO.md","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/73_DeepSeekMath_and_GRPO.md","SUPPORTING","B3_LLM_RL_Foundation"
"74","02_LLM编译优化智能体与反馈驱动/64-Algorithmic LMs Neurally Compiled. arXiv 2025/paper.pdf","90_Supporting/03_LLM_RL_Foundation/64-Algorithmic LMs Neurally Compiled. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/74_Algorithmic_LMs_with_Neurally_Compiled_Libraries.md","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/74_Algorithmic_LMs_with_Neurally_Compiled_Libraries.md","SUPPORTING","B3_LLM_RL_Foundation"
"75","02_LLM编译优化智能体与反馈驱动/65-GPT-4 Technical Report. arXiv 2024/paper.pdf","90_Supporting/03_LLM_RL_Foundation/65-GPT-4 Technical Report. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/75_GPT_4_Technical_Report.md","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/75_GPT_4_Technical_Report.md","SUPPORTING","B3_LLM_RL_Foundation"
"76","02_LLM编译优化智能体与反馈驱动/66-Gemini Multimodal Models. arXiv 2023/paper.pdf","90_Supporting/03_LLM_RL_Foundation/66-Gemini Multimodal Models. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/76_Gemini_Multimodal_Models.md","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/76_Gemini_Multimodal_Models.md","SUPPORTING","B3_LLM_RL_Foundation"
"77","02_LLM编译优化智能体与反馈驱动/67-LLMs as Compiler Arabic PL. arXiv 2024/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/67-LLMs as Compiler Arabic PL. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/77_Arabic_Programming_Language_with_LLM.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/77_Arabic_Programming_Language_with_LLM.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"78","02_LLM编译优化智能体与反馈驱动/68-AutoChip Automated HDL Generation. arXiv 2023/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/68-AutoChip Automated HDL Generation. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/78_AutoChip_HDL_Feedback.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/78_AutoChip_HDL_Feedback.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"79","02_LLM编译优化智能体与反馈驱动/69-Learning Perf-Improving Code Edits. arXiv 2023/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/69-Learning Perf-Improving Code Edits. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/79_PIE_Performance_Improving_Code_Edits.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/79_PIE_Performance_Improving_Code_Edits.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"80","02_LLM编译优化智能体与反馈驱动/70-SymRTLo RTL LLM Symbolic Reasoning. arXiv 2025/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/70-SymRTLo RTL LLM Symbolic Reasoning. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/80_SymRTLO_Neuro_Symbolic_RTL_Optimization.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/80_SymRTLO_Neuro_Symbolic_RTL_Optimization.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"81","02_LLM编译优化智能体与反馈驱动/71-Rome Not Built Hierarchical Chip Design. arXiv 2024/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/71-Rome Not Built Hierarchical Chip Design. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/81_Hierarchical_Prompting_for_Chip_Design.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/81_Hierarchical_Prompting_for_Chip_Design.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"82","02_LLM编译优化智能体与反馈驱动/72-Make Every Move LLM RTL MCTS. arXiv 2024/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/72-Make Every Move LLM RTL MCTS. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/82_MCTS_RTL_Generation.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/82_MCTS_RTL_Generation.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"83","02_LLM编译优化智能体与反馈驱动/73-Qimeng-xpiler Tensor Transcompile. arXiv 2025/paper.pdf","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/73-Qimeng-xpiler Tensor Transcompile. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/83_QiMeng_Xpiler_Neural_Symbolic_Transcompiler.md","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/83_QiMeng_Xpiler_Neural_Symbolic_Transcompiler.md","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA"
"84","02_LLM编译优化智能体与反馈驱动/74-Kevin MultiTurn RL CUDA Kernels. arXiv 2025/paper.pdf","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/74-Kevin MultiTurn RL CUDA Kernels. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/84_Kevin_Multi_Turn_RL_CUDA.md","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/84_Kevin_Multi_Turn_RL_CUDA.md","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization"
"85","02_LLM编译优化智能体与反馈驱动/75-Insights Verification Verilog RL. arXiv 2025/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/75-Insights Verification Verilog RL. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/85_Verilog_RL_with_Testbench_Feedback.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/85_Verilog_RL_with_Testbench_Feedback.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"86","02_LLM编译优化智能体与反馈驱动/76-Verilocc Cross-Arch Register Alloc. arXiv 2025/paper.pdf","01_LLM_as_Selector/02_Schedule_Config_Autotuning/76-Verilocc Cross-Arch Register Alloc. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/86_Verilocc_Cross_Architecture_Register_Allocation.md","文献逐篇阅读/01_LLM_as_Selector/02_Schedule_Config_Autotuning/86_Verilocc_Cross_Architecture_Register_Allocation.md","SELECTOR","S2_Schedule_Config_Autotuning"
"87","02_LLM编译优化智能体与反馈驱动/77-HPCTranCompile CUDA Dataset. arXiv 2025/paper.pdf","90_Supporting/01_Benchmark_Dataset/77-HPCTranCompile CUDA Dataset. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/87_HPCTransCompile_CUDA_Transpilation_Dataset.md","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/87_HPCTransCompile_CUDA_Transpilation_Dataset.md","SUPPORTING","B1_Benchmark_Dataset"
"88","02_LLM编译优化智能体与反馈驱动/78-AVATAR Java-Python Translation. ACL 2023/paper.pdf","90_Supporting/01_Benchmark_Dataset/78-AVATAR Java-Python Translation. ACL 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/88_AVATAR_Java_Python_Translation.md","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/88_AVATAR_Java_Python_Translation.md","SUPPORTING","B1_Benchmark_Dataset"
"89","02_LLM编译优化智能体与反馈驱动/79-Binary Code Summarization Benchmark. arXiv 2023/paper.pdf","90_Supporting/01_Benchmark_Dataset/79-Binary Code Summarization Benchmark. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/89_BinSum_Binary_Code_Summarization.md","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/89_BinSum_Binary_Code_Summarization.md","SUPPORTING","B1_Benchmark_Dataset"
"N03","02_LLM编译优化智能体与反馈驱动/01-StepCoder-RL-Compiler-Feedback-ACL2024/paper.pdf","02_LLM_as_Translator/05_Repair_Compiler_Feedback/01-StepCoder-RL-Compiler-Feedback-ACL2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N03_StepCoder_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/N03_StepCoder_文献阅读总结.md","TRANSLATOR","T5_Repair_Compiler_Feedback"
"N04","02_LLM编译优化智能体与反馈驱动/02-ECCO-Code-Efficiency-EMNLP2024/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/02-ECCO-Code-Efficiency-EMNLP2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N04_ECCO_Code_Efficiency_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N04_ECCO_Code_Efficiency_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"N05","02_LLM编译优化智能体与反馈驱动/03-Rethinking-Code-Refinement-EMNLP2024/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/03-Rethinking-Code-Refinement-EMNLP2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N05_Judging_Code_Efficiency_文献阅读总结.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N05_Judging_Code_Efficiency_文献阅读总结.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"N06","02_LLM编译优化智能体与反馈驱动/06-Code-Change-Automation-FSE2024/paper.pdf","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/06-Code-Change-Automation-FSE2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N06_PyCraft_文献阅读总结.md","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/N06_PyCraft_文献阅读总结.md","GENERATOR","G2_Optimization_Rule_Transform_Generation"
"N07","02_LLM编译优化智能体与反馈驱动/09-Search-Based-LLMs-Code-Opt-ICSE2025/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/09-Search-Based-LLMs-Code-Opt-ICSE2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N07_SBLLM_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N07_SBLLM_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"N08","02_LLM编译优化智能体与反馈驱动/10-Speed-Up-Code-Bidirectional-Tree-ACL2025/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/10-Speed-Up-Code-Bidirectional-Tree-ACL2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N08_BITE_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N08_BITE_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"N09","02_LLM编译优化智能体与反馈驱动/11-DecLLM-Recompilable-Decompilation-ISSTA2025/paper.pdf","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/11-DecLLM-Recompilable-Decompilation-ISSTA2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N09_DecLLM_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N09_DecLLM_文献阅读总结.md","TRANSLATOR","T6_Decompilation_LowLevel_Recovery"
"N10","02_LLM编译优化智能体与反馈驱动/12-Fixing-Broken-Graphs-DNN-ASE2025/paper.pdf","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/12-Fixing-Broken-Graphs-DNN-ASE2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N10_GraphGlue_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N10_GraphGlue_文献阅读总结.md","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization"
"N11","02_LLM编译优化智能体与反馈驱动/13-PTX-to-CUDA-Decompile-ASE2025/paper.pdf","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/13-PTX-to-CUDA-Decompile-ASE2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N11_PtxDec_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N11_PtxDec_文献阅读总结.md","TRANSLATOR","T6_Decompilation_LowLevel_Recovery"
"N12","02_LLM编译优化智能体与反馈驱动/14-Zero-Shot-Parallelization-JSS2025/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/14-Zero-Shot-Parallelization-JSS2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N12_ZeroShot_Parallelization_文献阅读总结.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N12_ZeroShot_Parallelization_文献阅读总结.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"N13","02_LLM编译优化智能体与反馈驱动/15-NPUEval-NPU-Kernels-arxiv2025/paper.pdf","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/15-NPUEval-NPU-Kernels-arxiv2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N13_NPUEval_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N13_NPUEval_文献阅读总结.md","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization"
"N14","02_LLM编译优化智能体与反馈驱动/16-GPU-Kernel-Opt-Minimal-Exec-arxiv2025/paper.pdf","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/16-GPU-Kernel-Opt-Minimal-Exec-arxiv2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N14_MEP_GPU_Optimization_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N14_MEP_GPU_Optimization_文献阅读总结.md","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization"
"N15","02_LLM编译优化智能体与反馈驱动/17-HintPilot-Compiler-Hint-ACL2026/paper.pdf","01_LLM_as_Selector/04_Agent_Tool_Action_Selection/17-HintPilot-Compiler-Hint-ACL2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N15_HintPilot_文献阅读总结.md","文献逐篇阅读/01_LLM_as_Selector/04_Agent_Tool_Action_Selection/N15_HintPilot_文献阅读总结.md","SELECTOR","S4_Agent_Tool_Action_Selection"
"N16","02_LLM编译优化智能体与反馈驱动/18-PerfCoder-Interpretable-ACL2026/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/18-PerfCoder-Interpretable-ACL2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N16_PerfCoder_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N16_PerfCoder_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"N17","02_LLM编译优化智能体与反馈驱动/19-AutoVecCoder-Vectorization-RL-ACL2026/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/19-AutoVecCoder-Vectorization-RL-ACL2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N17_AutoVecCoder_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N17_AutoVecCoder_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"N18","02_LLM编译优化智能体与反馈驱动/20-Cross-Arch-Code-Migration-ACL2026/paper.pdf","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/20-Cross-Arch-Code-Migration-ACL2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N18_FSCM_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/N18_FSCM_文献阅读总结.md","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA"
"N19","02_LLM编译优化智能体与反馈驱动/23-Compiling-Code-LLMs-Executables-FSE2026/paper.pdf","90_Supporting/05_Hardware_ISA_Compiler_Background/23-Compiling-Code-LLMs-Executables-FSE2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N19_Ditto_文献阅读总结.md","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/N19_Ditto_文献阅读总结.md","SUPPORTING","B5_Hardware_ISA_Compiler_Background"
"N20","02_LLM编译优化智能体与反馈驱动/24-CODMAS-RTL-Opt-EACL2026/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/24-CODMAS-RTL-Opt-EACL2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N20_CODMAS_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N20_CODMAS_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"N21","02_LLM编译优化智能体与反馈驱动/25-LLMs-to-Agents-Compiler-arxiv2026/paper.pdf","90_Supporting/06_Survey_Evaluation_Methodology/25-LLMs-to-Agents-Compiler-arxiv2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N21_Compiler_Agent_Impact_文献阅读总结.md","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N21_Compiler_Agent_Impact_文献阅读总结.md","SUPPORTING","B6_Survey_Evaluation_Methodology"
"C07","02_LLM编译优化智能体与反馈驱动/C07-Code-Optimise-NAACL2025/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/C07-Code-Optimise-NAACL2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C07_Code_Optimise_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C07_Code_Optimise_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"C34","02_LLM编译优化智能体与反馈驱动/C34-T-LLM-Compiler-2026/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/C34-T-LLM-Compiler-2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C34_T-LLM-Compiler_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C34_T-LLM-Compiler_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"C36","02_LLM编译优化智能体与反馈驱动/C36-PassNet-2026/paper.pdf","03_LLM_as_Generator/01_Compiler_Pass_Generation/C36-PassNet-2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C36_PassNet_文献阅读总结.md","文献逐篇阅读/03_LLM_as_Generator/01_Compiler_Pass_Generation/C36_PassNet_文献阅读总结.md","GENERATOR","G1_Compiler_Pass_Generation"
"C37","02_LLM编译优化智能体与反馈驱动/C37-Magellan-2026/paper.pdf","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C37-Magellan-2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C37_Magellan_文献阅读总结.md","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C37_Magellan_文献阅读总结.md","GENERATOR","G2_Optimization_Rule_Transform_Generation"
"C40","02_LLM编译优化智能体与反馈驱动/C40-RACL-2025/paper.pdf","01_LLM_as_Selector/02_Schedule_Config_Autotuning/C40-RACL-2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C40_RACL_文献阅读总结.md","文献逐篇阅读/01_LLM_as_Selector/02_Schedule_Config_Autotuning/C40_RACL_文献阅读总结.md","SELECTOR","S2_Schedule_Config_Autotuning"
"C42","02_LLM编译优化智能体与反馈驱动/C42-POLO-2025/paper.pdf","02_LLM_as_Translator/01_Source_Optimization_Refactoring/C42-POLO-2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C42_POLO_文献阅读总结.md","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C42_POLO_文献阅读总结.md","TRANSLATOR","T1_Source_Optimization_Refactoring"
"12","03_形式验证_超级优化与规则生成/12-LLM-VeriOpt Verification-Guided Reinforcement Learning for LLM-Based Compiler Optimization. CGO/paper.pdf","02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/12-LLM-VeriOpt Verification-Guided Reinforcement Learning for LLM-Based Compiler Optimization. CGO/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/12_LLM_VeriOpt_Verification_Guided_Reinforcement_Learning_for_LLM_Based_C.md","文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/12_LLM_VeriOpt_Verification_Guided_Reinforcement_Learning_for_LLM_Based_C.md","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization"
"14","03_形式验证_超级优化与规则生成/14-Alive2 Bounded Translation Validation for LLVM. PLDI 2021/paper.pdf","90_Supporting/02_Compiler_Infrastructure/14-Alive2 Bounded Translation Validation for LLVM. PLDI 2021/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/14_Alive2_Bounded_Translation_Validation_for_LLVM_PLDI_2021.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/14_Alive2_Bounded_Translation_Validation_for_LLVM_PLDI_2021.md","SUPPORTING","B2_Compiler_Infrastructure"
"15","03_形式验证_超级优化与规则生成/15-Verified Learning for Compiler Optimization An LLM-Based Approach/paper.pdf","02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/15-Verified Learning for Compiler Optimization An LLM-Based Approach/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/15_Verified_Learning_for_Compiler_Optimization_An_LLM_Based_Approach.md","文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/15_Verified_Learning_for_Compiler_Optimization_An_LLM_Based_Approach.md","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization"
"17","03_形式验证_超级优化与规则生成/17-Souper A Synthesizing Superoptimizer. arXiv 2017/paper.pdf","90_Supporting/02_Compiler_Infrastructure/17-Souper A Synthesizing Superoptimizer. arXiv 2017/paper.pdf","文献逐篇阅读/03_形式验证_超级优化与规则生成/17_Souper_A_Synthesizing_Superoptimizer_arXiv_2017.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/17_Souper_A_Synthesizing_Superoptimizer_arXiv_2017.md","SUPPORTING","B2_Compiler_Infrastructure"
"18","SOURCE_LIMITED_NO_LOCAL_PDF","SOURCE_LIMITED_NO_LOCAL_PDF","文献逐篇阅读/03_形式验证_超级优化与规则生成/18_Souper_GitHub_Repository.md","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/18_Souper_GitHub_Repository.md","SUPPORTING","B2_Compiler_Infrastructure"
