"Paper_ID","Year","Title","Old_Category","Primary_Category","Secondary_Category","Role","Method","Task","Input_Level","Output_Level","Platform","Feedback","Verification","Benchmark","Tool","Agentic","Priority","Classification_Confidence","Classification_Rationale","Needs_Review","Old_PDF_Path","Old_Note_Path","Proposed_PDF_Path","Proposed_Note_Path"
"04","2025","Compiler-R1: Towards Agentic Compiler Auto-tuning with Reinforcement Learning","02 LLM 编译优化智能体与反馈驱动","SELECTOR","S3_Search_RL_Policy","SELECTOR_POLICY","SFT;RL;GRPO;PPO;Prompting;Search;Evolutionary;Agent_Tool_Use","OPT;PASS_ORDERING;AUTOTUNING","LLVM_IR;COMPILER_CONFIG","COMPILER_CONFIG","LLVM;GPU","NONE","NONE","NO","CompilerGym;LLVM","YES","中高","HIGH","The model outputs a search or optimization policy over existing actions; therefore its primary compiler role is SELECTOR.","NO","02_LLM编译优化智能体与反馈驱动/04-Compiler-R1 Towards Agentic Compiler Auto-tuning with Reinforcement Learning. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/04_Compiler_R1_Towards_Agentic_Compiler_Auto_tuning_with_Reinforcement_Le.md","01_LLM_as_Selector/03_Search_RL_Policy/04-Compiler-R1 Towards Agentic Compiler Auto-tuning with Reinforcement Learning. arXiv 2025/paper.pdf","文献逐篇阅读/01_LLM_as_Selector/03_Search_RL_Policy/04_Compiler_R1_Towards_Agentic_Compiler_Auto_tuning_with_Reinforcement_Le.md"
"07","2024","Meta Large Language Model Compiler: Foundation Models of Compiler Optimization","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B3_LLM_RL_Foundation","INFRA_EVALUATOR","NONE","ANALYSIS","NL;SOURCE","SOURCE","LLVM;x86;ARM;CUDA;GPU;MULTI_PLATFORM","Compiler_Diagnostic;Runtime","Multi_Signal","YES","LLVM","NO","中高","HIGH","The work provides a foundation model or learning foundation rather than one final compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/07-Meta Large Language Model Compiler Foundation Models of Compiler Optimization. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/07_Meta_Large_Language_Model_Compiler_Foundation_Models_of_Compiler_Optim.md","90_Supporting/03_LLM_RL_Foundation/07-Meta Large Language Model Compiler Foundation Models of Compiler Optimization. arXiv 2024/paper.pdf","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/07_Meta_Large_Language_Model_Compiler_Foundation_Models_of_Compiler_Optim.md"
"08","2025","Foundation Language Models for Compiler Optimization","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B3_LLM_RL_Foundation","INFRA_EVALUATOR","SFT","ANALYSIS","NL;SOURCE","SOURCE","LLVM;x86;ARM;RISC-V;CUDA;MULTI_PLATFORM","Runtime","Runtime","YES","LLVM","NO","中","MEDIUM","The work provides a foundation model or learning foundation rather than one final compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING. Audit evidence: The available note explicitly marks its implementation details as inferred from metadata and a related preprint; retain it as a foundation record pending the primary paper.","YES","02_LLM编译优化智能体与反馈驱动/08-Foundation Language Models for Compiler Optimization. 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/08_Foundation_Language_Models_for_Compiler_Optimization_2025.md","90_Supporting/03_LLM_RL_Foundation/08-Foundation Language Models for Compiler Optimization. 2025/paper.pdf","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/08_Foundation_Language_Models_for_Compiler_Optimization_2025.md"
"09","2026","A Survey on the Synergy of Large Language Models and Compilers: A Comprehensive Taxonomy and Future Directions","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","RL;Formal_Symbolic","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","x86;ARM;RISC-V;MULTI_PLATFORM","Verifier_Feedback","NONE","YES","NONE","NO","低","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/09-A Survey on the Synergy of LLMs and Compilers. arXiv 2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/09_A_Survey_on_the_Synergy_of_LLMs_and_Compilers_arXiv_2026.md","90_Supporting/06_Survey_Evaluation_Methodology/09-A Survey on the Synergy of LLMs and Compilers. arXiv 2026/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/09_A_Survey_on_the_Synergy_of_LLMs_and_Compilers_arXiv_2026.md"
"10","2025","Compiler Optimization via LLM Reasoning for Efficient Model Serving","02 LLM 编译优化智能体与反馈驱动","SELECTOR","S2_Schedule_Config_Autotuning","SELECTOR_POLICY","Prompting;Search;MCTS","AUTOTUNING;OPT","LLVM_IR;HW_CONFIG","COMPILER_CONFIG","NONE","Runtime","NONE","NO","NONE","NO","中高","HIGH","The model selects a schedule, configuration, or autotuning setting; therefore its primary compiler role is SELECTOR.","NO","02_LLM编译优化智能体与反馈驱动/10-Compiler Optimization via LLM Reasoning for Efficient Model Serving. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/10_Compiler_Optimization_via_LLM_Reasoning_for_Efficient_Model_Serving_ar.md","01_LLM_as_Selector/02_Schedule_Config_Autotuning/10-Compiler Optimization via LLM Reasoning for Efficient Model Serving. arXiv 2025/paper.pdf","文献逐篇阅读/01_LLM_as_Selector/02_Schedule_Config_Autotuning/10_Compiler_Optimization_via_LLM_Reasoning_for_Efficient_Model_Serving_ar.md"
"11","2026","Agentic Code Optimization via Compiler-LLM Cooperation","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","RL;Prompting;Agent_Tool_Use;Profiling","OPT","SOURCE","SOURCE","LLVM;x86","Runtime;Profiler;Verifier_Feedback","Multi_Signal","NO","Alive2;LLVM","YES","中高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR. Audit evidence: Although the guiding agent selects layers, the Source and Assembly agents directly emit transformed code; direct program transformation is the central contribution.","NO","02_LLM编译优化智能体与反馈驱动/11-Agentic Code Optimization via Compiler-LLM Cooperation. arXiv 2026/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/11_Agentic_Code_Optimization_via_Compiler_LLM_Cooperation_arXiv_2026.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/11-Agentic Code Optimization via Compiler-LLM Cooperation. arXiv 2026/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/11_Agentic_Code_Optimization_via_Compiler_LLM_Cooperation_arXiv_2026.md"
"16","2026","Beyond Pass-by-Pass Optimization: Intent-Driven IR Optimization with Large Language Models","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization","TRANSLATOR_TRANSFORMER","Prompting;Static_Analysis;Profiling","OPT;VERIFICATION","LLVM_IR;ASM","LLVM_IR;ASM","LLVM","Runtime;Profiler;Verifier_Feedback","Multi_Signal","NO","Alive2;LLVM","NO","高","HIGH","The model directly emits optimized IR or assembly; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/16-Beyond Pass-by-Pass Optimization Intent-Driven IR Optimization with Large Language Models. arXi/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/16_Beyond_Pass_by_Pass_Optimization_Intent_Driven_IR_Optimization_with_La.md","02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/16-Beyond Pass-by-Pass Optimization Intent-Driven IR Optimization with Large Language Models. arXi/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/16_Beyond_Pass_by_Pass_Optimization_Intent_Driven_IR_Optimization_with_La.md"
"38","2024","Compiler generated feedback for Large Language Models","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T5_Repair_Compiler_Feedback","TRANSLATOR_TRANSFORMER;REPAIRER","Prompting;Compiler_Feedback","REPAIR","SOURCE;COMPILER_CONFIG","SOURCE","LLVM","Compiler_Diagnostic","NONE","NO","LLVM","NO","高","HIGH","The model directly emits repaired source code using compiler feedback; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/38-Compiler generated feedback for Large Language Models. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/38_Compiler_generated_feedback_for_Large_Language_Models_arXiv_2024.md","02_LLM_as_Translator/05_Repair_Compiler_Feedback/38-Compiler generated feedback for Large Language Models. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/38_Compiler_generated_feedback_for_Large_Language_Models_arXiv_2024.md"
"40","2025","VecTrans: Enhancing Compiler Auto-Vectorization through LLM-Assisted Code Transformations","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","NONE","OPT","SOURCE","SOURCE","LLVM;GCC","NONE","Multi_Signal","NO","LLVM","NO","高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/40-VecTrans Enhancing Compiler Auto-Vectorization through LLM-Assisted Code Transformations. arXiv/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/40_VecTrans_Enhancing_Compiler_Auto_Vectorization_through_LLM_Assisted_Co.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/40-VecTrans Enhancing Compiler Auto-Vectorization through LLM-Assisted Code Transformations. arXiv/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/40_VecTrans_Enhancing_Compiler_Auto_Vectorization_through_LLM_Assisted_Co.md"
"42","2025","CompilerGPT: Leveraging Large Language Models for Analyzing and Acting on Compiler Optimization Reports","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T5_Repair_Compiler_Feedback","TRANSLATOR_TRANSFORMER;REPAIRER","Prompting;CoT;Search","REPAIR","SOURCE;COMPILER_CONFIG","SOURCE","GCC","NONE","NONE","NO","NONE","NO","中高","HIGH","The model directly emits repaired source code using compiler feedback; therefore its primary compiler role is TRANSLATOR. Audit evidence: The note documents an LLM diagnosis–rewrite loop whose final artifact is revised source code; compiler reports are feedback, so this is TRANSLATOR rather than Selector.","NO","02_LLM编译优化智能体与反馈驱动/42-CompilerGPT Leveraging Large Language Models for Analyzing and Acting on Compiler Optimization/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/42_CompilerGPT_Leveraging_Large_Language_Models_for_Analyzing_and_Acting_.md","02_LLM_as_Translator/05_Repair_Compiler_Feedback/42-CompilerGPT Leveraging Large Language Models for Analyzing and Acting on Compiler Optimization/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/42_CompilerGPT_Leveraging_Large_Language_Models_for_Analyzing_and_Acting_.md"
"45","2026","Beyond Pass-by-Pass Optimization: Intent-Driven IR Optimization with Large Language Models (IntOpt)","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization","TRANSLATOR_TRANSFORMER","NONE","OPT;VERIFICATION","LLVM_IR;ASM","LLVM_IR;ASM","LLVM","Verifier_Feedback","Alive2","NO","Alive2;LLVM","NO","高","HIGH","The model directly emits optimized IR or assembly; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/16-Beyond Pass-by-Pass Optimization Intent-Driven IR Optimization with Large Language Models. arXi/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/45_Beyond_Pass_by_Pass_Optimization_Intent_Driven_IR_Optimization_with_La.md","02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/16-Beyond Pass-by-Pass Optimization Intent-Driven IR Optimization with Large Language Models. arXi/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/45_Beyond_Pass_by_Pass_Optimization_Intent_Driven_IR_Optimization_with_La.md"
"55","2021","Program Synthesis with Large Language Models","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B3_LLM_RL_Foundation","INFRA_EVALUATOR","NONE","ANALYSIS","NL;SOURCE","SOURCE","GPU","NONE","Functional_Test","YES","NONE","NO","低","HIGH","The work provides a foundation model or learning foundation rather than one final compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","02_LLM编译优化智能体与反馈驱动/45-Program Synthesis with LLMs. arXiv 2021/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/55_Program_Synthesis_with_Large_Language_Models.md","90_Supporting/03_LLM_RL_Foundation/45-Program Synthesis with LLMs. arXiv 2021/paper.pdf","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/55_Program_Synthesis_with_Large_Language_Models.md"
"56","2021","Learning C to x86 Translation: An Exploration of Neural Compilation","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","TRANSLATOR_TRANSFORMER","NONE","TRANSLATION","SOURCE;ASM;BINARY","SOURCE;ASM","GCC;x86","NONE","NONE","NO","NONE","NO","低","HIGH","The model directly emits a translated program representation; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/46-Learning C to x86 Translation. arXiv 2021/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/56_Learning_C_to_x86_Translation.md","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/46-Learning C to x86 Translation. arXiv 2021/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/56_Learning_C_to_x86_Translation.md"
"57","2024","Introducing Compiler Semantics into Large Language Models as Program Language Translators","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","TRANSLATOR_TRANSFORMER","Formal_Symbolic","TRANSLATION","SOURCE;ASM;BINARY","SOURCE;ASM","x86","NONE","NONE","NO","NONE","NO","低","HIGH","The model directly emits a translated program representation; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/47-Introducing Compiler Semantics LLMs. EMNLP 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/57_Compiler_Semantics_for_C_to_x86_LLMs.md","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/47-Introducing Compiler Semantics LLMs. EMNLP 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/57_Compiler_Semantics_for_C_to_x86_LLMs.md"
"58","2025","LEGO-Compiler: Enhancing Neural Compilation Through Composability","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","TRANSLATOR_TRANSFORMER","NONE","TRANSLATION","SOURCE;ASM;BINARY","SOURCE;ASM","NONE","NONE","NONE","YES","NONE","NO","中","HIGH","The model directly emits a translated program representation; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/48-LEGO-Compiler Neural Compilation. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/58_LEGO_Compiler_Composable_Neural_Compilation.md","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/48-LEGO-Compiler Neural Compilation. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/58_LEGO_Compiler_Composable_Neural_Compilation.md"
"59","2024","Rectifier: Code Translation with Corrector via LLMs","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","TRANSLATOR_TRANSFORMER","NONE","TRANSLATION","SOURCE;ASM;BINARY","SOURCE;ASM","NONE","Compiler_Diagnostic","Compiler_Diagnostic","NO","NONE","NO","低","HIGH","The model directly emits a translated program representation; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/49-Rectifier Code Translation LLMs. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/59_Rectifier_for_Code_Translation.md","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/49-Rectifier Code Translation LLMs. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/59_Rectifier_for_Code_Translation.md"
"60","2024","Virtual Compiler Is All You Need for Assembly Code Search","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B3_LLM_RL_Foundation","INFRA_EVALUATOR","Search;Synthetic_Data","ANALYSIS","NL;SOURCE","SOURCE","NONE","NONE","NONE","NO","NONE","NO","低","HIGH","The work provides a foundation model or learning foundation rather than one final compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING. Audit evidence: The note states the virtual compiler is trained to synthesize retrieval data and does not optimize or execute programs; it is a language-model/data foundation, not Selector.","NO","02_LLM编译优化智能体与反馈驱动/50-Virtual Compiler Assembly Search. ACL 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/60_Virtual_Compiler_for_Assembly_Search.md","90_Supporting/03_LLM_RL_Foundation/50-Virtual Compiler Assembly Search. ACL 2024/paper.pdf","文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/60_Virtual_Compiler_for_Assembly_Search.md"
"61","2024","COCOGEN: Iterative Refinement with Compiler Feedback for Code Generation","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T5_Repair_Compiler_Feedback","TRANSLATOR_TRANSFORMER;REPAIRER","Formal_Symbolic;Static_Analysis;Compiler_Feedback","REPAIR","SOURCE;COMPILER_CONFIG","SOURCE","NONE","Compiler_Diagnostic","Multi_Signal","NO","NONE","NO","中","HIGH","The model directly emits repaired source code using compiler feedback; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/51-Iterative Refinement Compiler Feedback. ACL 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/61_COCOGEN_Compiler_Feedback.md","02_LLM_as_Translator/05_Repair_Compiler_Feedback/51-Iterative Refinement Compiler Feedback. ACL 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/61_COCOGEN_Compiler_Feedback.md"
"62","2024","LLM4Decompile: Decompiling Binary Code with Large Language Models","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","TRANSLATOR_TRANSFORMER","NONE","DECOMPILATION;TRANSLATION","BINARY;ASM","SOURCE","x86","NONE","NONE","NO","NONE","NO","低","HIGH","The model directly emits recovered source code from low-level input; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/52-LLM4Decompile Decompiling Binary. EMNLP 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/62_LLM4Decompile.md","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/52-LLM4Decompile Decompiling Binary. EMNLP 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/62_LLM4Decompile.md"
"63","2023","GENNM: Improving Decompilation by LLM + Program Analysis","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","TRANSLATOR_TRANSFORMER","NONE","DECOMPILATION;TRANSLATION","BINARY;ASM","SOURCE","NONE","NONE","NONE","YES","NONE","NO","低","HIGH","The model directly emits recovered source code from low-level input; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/53-LMPA Decompilation LLM+Program Analysis. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/63_GENNM_Decompiler_Name_Recovery.md","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/53-LMPA Decompilation LLM+Program Analysis. arXiv 2023/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/63_GENNM_Decompiler_Name_Recovery.md"
"64","2025","AutoComp: LLM-driven Code Optimization for Tensor Accelerators","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","Search","OPT;AUTOTUNING","SOURCE","SOURCE","RISC-V;GPU","NONE","NONE","NO","NONE","NO","高","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/54-AutoComp LLM Code Opt Tensor. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/64_Autocomp_Tensor_Accelerator_Optimization.md","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/54-AutoComp LLM Code Opt Tensor. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/64_Autocomp_Tensor_Accelerator_Optimization.md"
"65","2025","ECO: LLM-driven Efficient Code Optimizer for Warehouse Scale","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","Search","OPT","SOURCE","SOURCE","NONE","NONE","NONE","YES","NONE","NO","高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/55-ECO LLM Code Optimizer Warehouse. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/65_ECO_Warehouse_Scale_Code_Optimizer.md","02_LLM_as_Translator/01_Source_Optimization_Refactoring/55-ECO LLM Code Optimizer Warehouse. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/65_ECO_Warehouse_Scale_Code_Optimizer.md"
"66","2025","CUDA-L1: Improving CUDA Optimization via Contrastive Reinforcement Learning","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","RL;Search","OPT;AUTOTUNING","SOURCE","SOURCE","CUDA;GPU","Runtime","Runtime","YES","NONE","NO","低","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/56-CUDA-L1 Contrastive RL CUDA. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/66_CUDA_L1_Contrastive_RL.md","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/56-CUDA-L1 Contrastive RL CUDA. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/66_CUDA_L1_Contrastive_RL.md"
"67","2024","SLaDe: A Portable Small Language Model Decompiler","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","TRANSLATOR_TRANSFORMER","NONE","DECOMPILATION;TRANSLATION","BINARY;ASM","SOURCE","x86;ARM","NONE","NONE","NO","NONE","NO","中","HIGH","The model directly emits recovered source code from low-level input; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/57-SLADE Portable SLM Decompiler. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/67_SLaDe_Portable_Decompiler.md","02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/57-SLADE Portable SLM Decompiler. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/67_SLaDe_Portable_Decompiler.md"
"68","2025","CompileAgent: Automated Repository-Level Compilation with LLM Agent","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T5_Repair_Compiler_Feedback","TRANSLATOR_TRANSFORMER;REPAIRER","Search;Agent_Tool_Use","REPAIR","SOURCE;COMPILER_CONFIG","SOURCE","NONE","Compiler_Diagnostic","Compiler_Diagnostic","YES","NONE","YES","低","HIGH","The model directly emits repaired source code using compiler feedback; therefore its primary compiler role is TRANSLATOR. Audit evidence: ErrorSolver emits repository repair code after compiler diagnostics; tool orchestration is auxiliary, so the final LM role is Translator.","NO","02_LLM编译优化智能体与反馈驱动/58-CompileAgent Repo-Level Compilation. ACL 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/68_CompileAgent_Repo_Level_Compilation.md","02_LLM_as_Translator/05_Repair_Compiler_Feedback/58-CompileAgent Repo-Level Compilation. ACL 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/68_CompileAgent_Repo_Level_Compilation.md"
"69","2024","AIOS: LLM as Interpreter for Natural Language Programming","02 LLM 编译优化智能体与反馈驱动","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","Agent_Tool_Use","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","NONE","NONE","NO","NONE","YES","低","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING. Audit evidence: The note explicitly identifies AIOS as an agent-interpreter framework, not a code-generation or compiler-optimization mechanism.","NO","02_LLM编译优化智能体与反馈驱动/59-AIOS Compiler LLM as Interpreter. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/69_AIOS_Compiler_Natural_Language_Programming.md","90_Supporting/06_Survey_Evaluation_Methodology/59-AIOS Compiler LLM as Interpreter. arXiv 2024/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/69_AIOS_Compiler_Natural_Language_Programming.md"
"70","2024","Don't Transform the Code, Code the Transforms","02 LLM 编译优化智能体与反馈驱动","GENERATOR","G2_Optimization_Rule_Transform_Generation","GENERATOR","NONE","GENERATION;OPT","SOURCE;LLVM_IR","COMPILER_CONFIG","NONE","NONE","Functional_Test","NO","NONE","NO","中","HIGH","The model synthesizes reusable rewrite rules or transformation programs, not merely one input instance; therefore its primary compiler role is GENERATOR.","NO","02_LLM编译优化智能体与反馈驱动/60-Dont Transform Code Code Transforms. arXiv 2024/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/70_Code_the_Transforms.md","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/60-Dont Transform Code Code Transforms. arXiv 2024/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/70_Code_the_Transforms.md"
"71","2025","STARK: A Strategic Team of Agents for Refining Kernels","02 LLM 编译优化智能体与反馈驱动","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","TRANSLATOR_TRANSFORMER","Search;Profiling","OPT;AUTOTUNING","SOURCE","SOURCE","GPU","Profiler","Profiler","YES","NONE","NO","中","HIGH","The model directly emits an optimized accelerator kernel; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM编译优化智能体与反馈驱动/61-STARK Strategic Team for Kernels. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/71_STARK_Multi_Agent_GPU_Kernels.md","02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/61-STARK Strategic Team for Kernels. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/71_STARK_Multi_Agent_GPU_Kernels.md"
