Paper_ID,Primary,Secondary,Old_Path,Proposed_New_Path
"63","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/63_GENNM_Decompiler_Name_Recovery.md; PDF:02_LLM编译优化智能体与反馈驱动/53-LMPA Decompilation LLM+Program Analysis. arXiv 2023/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/63_GENNM_Decompiler_Name_Recovery.md; PDF:02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/53-LMPA Decompilation LLM+Program Analysis. arXiv 2023/paper.pdf"
"64","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/64_Autocomp_Tensor_Accelerator_Optimization.md; PDF:02_LLM编译优化智能体与反馈驱动/54-AutoComp LLM Code Opt Tensor. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/64_Autocomp_Tensor_Accelerator_Optimization.md; PDF:02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/54-AutoComp LLM Code Opt Tensor. arXiv 2025/paper.pdf"
"65","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/65_ECO_Warehouse_Scale_Code_Optimizer.md; PDF:02_LLM编译优化智能体与反馈驱动/55-ECO LLM Code Optimizer Warehouse. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/65_ECO_Warehouse_Scale_Code_Optimizer.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/55-ECO LLM Code Optimizer Warehouse. arXiv 2025/paper.pdf"
"66","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/66_CUDA_L1_Contrastive_RL.md; PDF:02_LLM编译优化智能体与反馈驱动/56-CUDA-L1 Contrastive RL CUDA. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/66_CUDA_L1_Contrastive_RL.md; PDF:02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/56-CUDA-L1 Contrastive RL CUDA. arXiv 2025/paper.pdf"
"67","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/67_SLaDe_Portable_Decompiler.md; PDF:02_LLM编译优化智能体与反馈驱动/57-SLADE Portable SLM Decompiler. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/67_SLaDe_Portable_Decompiler.md; PDF:02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/57-SLADE Portable SLM Decompiler. arXiv 2024/paper.pdf"
"68","TRANSLATOR","T5_Repair_Compiler_Feedback","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/68_CompileAgent_Repo_Level_Compilation.md; PDF:02_LLM编译优化智能体与反馈驱动/58-CompileAgent Repo-Level Compilation. ACL 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/68_CompileAgent_Repo_Level_Compilation.md; PDF:02_LLM_as_Translator/05_Repair_Compiler_Feedback/58-CompileAgent Repo-Level Compilation. ACL 2025/paper.pdf"
"69","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/69_AIOS_Compiler_Natural_Language_Programming.md; PDF:02_LLM编译优化智能体与反馈驱动/59-AIOS Compiler LLM as Interpreter. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/69_AIOS_Compiler_Natural_Language_Programming.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/59-AIOS Compiler LLM as Interpreter. arXiv 2024/paper.pdf"
"70","GENERATOR","G2_Optimization_Rule_Transform_Generation","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/70_Code_the_Transforms.md; PDF:02_LLM编译优化智能体与反馈驱动/60-Dont Transform Code Code Transforms. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/70_Code_the_Transforms.md; PDF:03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/60-Dont Transform Code Code Transforms. arXiv 2024/paper.pdf"
"71","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/71_STARK_Multi_Agent_GPU_Kernels.md; PDF:02_LLM编译优化智能体与反馈驱动/61-STARK Strategic Team for Kernels. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/71_STARK_Multi_Agent_GPU_Kernels.md; PDF:02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/61-STARK Strategic Team for Kernels. arXiv 2025/paper.pdf"
"72","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/72_Codex_and_HumanEval.md; PDF:02_LLM编译优化智能体与反馈驱动/62-Evaluating LLMs Trained on Code. arXiv 2021/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/72_Codex_and_HumanEval.md; PDF:90_Supporting/01_Benchmark_Dataset/62-Evaluating LLMs Trained on Code. arXiv 2021/paper.pdf"
"73","SUPPORTING","B3_LLM_RL_Foundation","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/73_DeepSeekMath_and_GRPO.md; PDF:02_LLM编译优化智能体与反馈驱动/63-DeepSeekMath Mathematical Reasoning. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/73_DeepSeekMath_and_GRPO.md; PDF:90_Supporting/03_LLM_RL_Foundation/63-DeepSeekMath Mathematical Reasoning. arXiv 2024/paper.pdf"
"74","SUPPORTING","B3_LLM_RL_Foundation","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/74_Algorithmic_LMs_with_Neurally_Compiled_Libraries.md; PDF:02_LLM编译优化智能体与反馈驱动/64-Algorithmic LMs Neurally Compiled. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/74_Algorithmic_LMs_with_Neurally_Compiled_Libraries.md; PDF:90_Supporting/03_LLM_RL_Foundation/64-Algorithmic LMs Neurally Compiled. arXiv 2025/paper.pdf"
"75","SUPPORTING","B3_LLM_RL_Foundation","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/75_GPT_4_Technical_Report.md; PDF:02_LLM编译优化智能体与反馈驱动/65-GPT-4 Technical Report. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/75_GPT_4_Technical_Report.md; PDF:90_Supporting/03_LLM_RL_Foundation/65-GPT-4 Technical Report. arXiv 2024/paper.pdf"
"76","SUPPORTING","B3_LLM_RL_Foundation","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/76_Gemini_Multimodal_Models.md; PDF:02_LLM编译优化智能体与反馈驱动/66-Gemini Multimodal Models. arXiv 2023/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/03_LLM_RL_Foundation/76_Gemini_Multimodal_Models.md; PDF:90_Supporting/03_LLM_RL_Foundation/66-Gemini Multimodal Models. arXiv 2023/paper.pdf"
"77","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/77_Arabic_Programming_Language_with_LLM.md; PDF:02_LLM编译优化智能体与反馈驱动/67-LLMs as Compiler Arabic PL. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/77_Arabic_Programming_Language_with_LLM.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/67-LLMs as Compiler Arabic PL. arXiv 2024/paper.pdf"
"78","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/78_AutoChip_HDL_Feedback.md; PDF:02_LLM编译优化智能体与反馈驱动/68-AutoChip Automated HDL Generation. arXiv 2023/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/78_AutoChip_HDL_Feedback.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/68-AutoChip Automated HDL Generation. arXiv 2023/paper.pdf"
"79","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/79_PIE_Performance_Improving_Code_Edits.md; PDF:02_LLM编译优化智能体与反馈驱动/69-Learning Perf-Improving Code Edits. arXiv 2023/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/79_PIE_Performance_Improving_Code_Edits.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/69-Learning Perf-Improving Code Edits. arXiv 2023/paper.pdf"
"80","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/80_SymRTLO_Neuro_Symbolic_RTL_Optimization.md; PDF:02_LLM编译优化智能体与反馈驱动/70-SymRTLo RTL LLM Symbolic Reasoning. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/80_SymRTLO_Neuro_Symbolic_RTL_Optimization.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/70-SymRTLo RTL LLM Symbolic Reasoning. arXiv 2025/paper.pdf"
"81","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/81_Hierarchical_Prompting_for_Chip_Design.md; PDF:02_LLM编译优化智能体与反馈驱动/71-Rome Not Built Hierarchical Chip Design. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/81_Hierarchical_Prompting_for_Chip_Design.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/71-Rome Not Built Hierarchical Chip Design. arXiv 2024/paper.pdf"
"82","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/82_MCTS_RTL_Generation.md; PDF:02_LLM编译优化智能体与反馈驱动/72-Make Every Move LLM RTL MCTS. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/82_MCTS_RTL_Generation.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/72-Make Every Move LLM RTL MCTS. arXiv 2024/paper.pdf"
"83","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/83_QiMeng_Xpiler_Neural_Symbolic_Transcompiler.md; PDF:02_LLM编译优化智能体与反馈驱动/73-Qimeng-xpiler Tensor Transcompile. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/83_QiMeng_Xpiler_Neural_Symbolic_Transcompiler.md; PDF:02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/73-Qimeng-xpiler Tensor Transcompile. arXiv 2025/paper.pdf"
"84","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/84_Kevin_Multi_Turn_RL_CUDA.md; PDF:02_LLM编译优化智能体与反馈驱动/74-Kevin MultiTurn RL CUDA Kernels. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/84_Kevin_Multi_Turn_RL_CUDA.md; PDF:02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/74-Kevin MultiTurn RL CUDA Kernels. arXiv 2025/paper.pdf"
"85","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/85_Verilog_RL_with_Testbench_Feedback.md; PDF:02_LLM编译优化智能体与反馈驱动/75-Insights Verification Verilog RL. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/85_Verilog_RL_with_Testbench_Feedback.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/75-Insights Verification Verilog RL. arXiv 2025/paper.pdf"
"86","SELECTOR","S2_Schedule_Config_Autotuning","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/86_Verilocc_Cross_Architecture_Register_Allocation.md; PDF:02_LLM编译优化智能体与反馈驱动/76-Verilocc Cross-Arch Register Alloc. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/01_LLM_as_Selector/02_Schedule_Config_Autotuning/86_Verilocc_Cross_Architecture_Register_Allocation.md; PDF:01_LLM_as_Selector/02_Schedule_Config_Autotuning/76-Verilocc Cross-Arch Register Alloc. arXiv 2025/paper.pdf"
"87","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/87_HPCTransCompile_CUDA_Transpilation_Dataset.md; PDF:02_LLM编译优化智能体与反馈驱动/77-HPCTranCompile CUDA Dataset. arXiv 2025/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/87_HPCTransCompile_CUDA_Transpilation_Dataset.md; PDF:90_Supporting/01_Benchmark_Dataset/77-HPCTranCompile CUDA Dataset. arXiv 2025/paper.pdf"
"88","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/88_AVATAR_Java_Python_Translation.md; PDF:02_LLM编译优化智能体与反馈驱动/78-AVATAR Java-Python Translation. ACL 2023/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/88_AVATAR_Java_Python_Translation.md; PDF:90_Supporting/01_Benchmark_Dataset/78-AVATAR Java-Python Translation. ACL 2023/paper.pdf"
"89","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/89_BinSum_Binary_Code_Summarization.md; PDF:02_LLM编译优化智能体与反馈驱动/79-Binary Code Summarization Benchmark. arXiv 2023/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/89_BinSum_Binary_Code_Summarization.md; PDF:90_Supporting/01_Benchmark_Dataset/79-Binary Code Summarization Benchmark. arXiv 2023/paper.pdf"
"N03","TRANSLATOR","T5_Repair_Compiler_Feedback","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N03_StepCoder_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/01-StepCoder-RL-Compiler-Feedback-ACL2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/05_Repair_Compiler_Feedback/N03_StepCoder_文献阅读总结.md; PDF:02_LLM_as_Translator/05_Repair_Compiler_Feedback/01-StepCoder-RL-Compiler-Feedback-ACL2024/paper.pdf"
"N04","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N04_ECCO_Code_Efficiency_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/02-ECCO-Code-Efficiency-EMNLP2024/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N04_ECCO_Code_Efficiency_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/02-ECCO-Code-Efficiency-EMNLP2024/paper.pdf"
"N05","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N05_Judging_Code_Efficiency_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/03-Rethinking-Code-Refinement-EMNLP2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N05_Judging_Code_Efficiency_文献阅读总结.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/03-Rethinking-Code-Refinement-EMNLP2024/paper.pdf"
"N06","GENERATOR","G2_Optimization_Rule_Transform_Generation","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N06_PyCraft_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/06-Code-Change-Automation-FSE2024/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/N06_PyCraft_文献阅读总结.md; PDF:03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/06-Code-Change-Automation-FSE2024/paper.pdf"
"N07","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N07_SBLLM_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/09-Search-Based-LLMs-Code-Opt-ICSE2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N07_SBLLM_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/09-Search-Based-LLMs-Code-Opt-ICSE2025/paper.pdf"
"N08","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N08_BITE_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/10-Speed-Up-Code-Bidirectional-Tree-ACL2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N08_BITE_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/10-Speed-Up-Code-Bidirectional-Tree-ACL2025/paper.pdf"
"N09","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N09_DecLLM_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/11-DecLLM-Recompilable-Decompilation-ISSTA2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N09_DecLLM_文献阅读总结.md; PDF:02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/11-DecLLM-Recompilable-Decompilation-ISSTA2025/paper.pdf"
"N10","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N10_GraphGlue_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/12-Fixing-Broken-Graphs-DNN-ASE2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N10_GraphGlue_文献阅读总结.md; PDF:02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/12-Fixing-Broken-Graphs-DNN-ASE2025/paper.pdf"
"N11","TRANSLATOR","T6_Decompilation_LowLevel_Recovery","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N11_PtxDec_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/13-PTX-to-CUDA-Decompile-ASE2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/N11_PtxDec_文献阅读总结.md; PDF:02_LLM_as_Translator/06_Decompilation_LowLevel_Recovery/13-PTX-to-CUDA-Decompile-ASE2025/paper.pdf"
"N12","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N12_ZeroShot_Parallelization_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/14-Zero-Shot-Parallelization-JSS2025/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N12_ZeroShot_Parallelization_文献阅读总结.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/14-Zero-Shot-Parallelization-JSS2025/paper.pdf"
"N13","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N13_NPUEval_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/15-NPUEval-NPU-Kernels-arxiv2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N13_NPUEval_文献阅读总结.md; PDF:02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/15-NPUEval-NPU-Kernels-arxiv2025/paper.pdf"
"N14","TRANSLATOR","T4_GPU_Kernel_Accelerator_Optimization","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N14_MEP_GPU_Optimization_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/16-GPU-Kernel-Opt-Minimal-Exec-arxiv2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/N14_MEP_GPU_Optimization_文献阅读总结.md; PDF:02_LLM_as_Translator/04_GPU_Kernel_Accelerator_Optimization/16-GPU-Kernel-Opt-Minimal-Exec-arxiv2025/paper.pdf"
"N15","SELECTOR","S4_Agent_Tool_Action_Selection","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N15_HintPilot_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/17-HintPilot-Compiler-Hint-ACL2026/paper.pdf","NOTE:文献逐篇阅读/01_LLM_as_Selector/04_Agent_Tool_Action_Selection/N15_HintPilot_文献阅读总结.md; PDF:01_LLM_as_Selector/04_Agent_Tool_Action_Selection/17-HintPilot-Compiler-Hint-ACL2026/paper.pdf"
"N16","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N16_PerfCoder_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/18-PerfCoder-Interpretable-ACL2026/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N16_PerfCoder_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/18-PerfCoder-Interpretable-ACL2026/paper.pdf"
"N17","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N17_AutoVecCoder_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/19-AutoVecCoder-Vectorization-RL-ACL2026/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N17_AutoVecCoder_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/19-AutoVecCoder-Vectorization-RL-ACL2026/paper.pdf"
"N18","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N18_FSCM_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/20-Cross-Arch-Code-Migration-ACL2026/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/N18_FSCM_文献阅读总结.md; PDF:02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/20-Cross-Arch-Code-Migration-ACL2026/paper.pdf"
"N19","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N19_Ditto_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/23-Compiling-Code-LLMs-Executables-FSE2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/N19_Ditto_文献阅读总结.md; PDF:90_Supporting/05_Hardware_ISA_Compiler_Background/23-Compiling-Code-LLMs-Executables-FSE2026/paper.pdf"
"N20","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N20_CODMAS_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/24-CODMAS-RTL-Opt-EACL2026/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N20_CODMAS_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/24-CODMAS-RTL-Opt-EACL2026/paper.pdf"
"N21","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/N21_Compiler_Agent_Impact_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/25-LLMs-to-Agents-Compiler-arxiv2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/N21_Compiler_Agent_Impact_文献阅读总结.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/25-LLMs-to-Agents-Compiler-arxiv2026/paper.pdf"
"C07","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C07_Code_Optimise_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/C07-Code-Optimise-NAACL2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C07_Code_Optimise_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/C07-Code-Optimise-NAACL2025/paper.pdf"
"C34","TRANSLATOR","T1_Source_Optimization_Refactoring","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C34_T-LLM-Compiler_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/C34-T-LLM-Compiler-2026/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/C34_T-LLM-Compiler_文献阅读总结.md; PDF:02_LLM_as_Translator/01_Source_Optimization_Refactoring/C34-T-LLM-Compiler-2026/paper.pdf"
"C36","GENERATOR","G1_Compiler_Pass_Generation","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C36_PassNet_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/C36-PassNet-2026/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/01_Compiler_Pass_Generation/C36_PassNet_文献阅读总结.md; PDF:03_LLM_as_Generator/01_Compiler_Pass_Generation/C36-PassNet-2026/paper.pdf"
"C37","GENERATOR","G2_Optimization_Rule_Transform_Generation","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C37_Magellan_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/C37-Magellan-2026/paper.pdf","NOTE:文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C37_Magellan_文献阅读总结.md; PDF:03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C37-Magellan-2026/paper.pdf"
"C40","SELECTOR","S2_Schedule_Config_Autotuning","NOTE:文献逐篇阅读/02_LLM编译优化智能体与反馈驱动/C40_RACL_文献阅读总结.md; PDF:02_LLM编译优化智能体与反馈驱动/C40-RACL-2025/paper.pdf","NOTE:文献逐篇阅读/01_LLM_as_Selector/02_Schedule_Config_Autotuning/C40_RACL_文献阅读总结.md; PDF:01_LLM_as_Selector/02_Schedule_Config_Autotuning/C40-RACL-2025/paper.pdf"
